	cusip	industry	name	sector	stocksymbol
10937	901109AC2		TUTOR PERINI CORP		
10938	880591300	Electric Utilities: Central	TVA RESET SECS              6.75% DUE 06/01/2	Public Utilities	NYSE:TVC
10939	901165100		TWEEDY BROWNE GLOBAL VALUE FUN		
10940	90130A200	Television Services	TWENTY FIRST CENTY FOX INC	Consumer Services	NASDAQ:FOX
10941	90130A101	Television Services	TWENTY FIRST CENTY FOX INC	Consumer Services	NASDAQ:FOXA
10942	90130A20		TWENTY-FIRST - B		
10943	90138F102		TWILIO INC		
10944	901476101		TWIN DISC INC		
10945	90184LAB8		TWITTER INC		
10946	90184L102	Computer Software: Programming, Data Processing	TWITTER INC	Technology	NYSE:TWTR
10947	90184LAD4		TWITTER INC		
10948	90187B101	Real Estate Investment Trusts	TWO HBRS INVT CORP	Consumer Services	NYSE:TWO
10949	90207C105		TWO RIV BANCORP		
10950	H8912P106	Electronic Components	TYCO ELECTRONICS	Consumer Non-Durables	NYSE:TEL
10951	CH0102993		TYCO ELECTRONICS LTD		
10952	G91442106		TYCO INTL PLC		
10953	902252105	Computer Software: Prepackaged Software	TYLER TECHNOLOGIES INC	Technology	NYSE:TYL
10954	90225210		TYLER TECHNOLOGIES INC		
10955	902494103	Meat/Poultry/Fish	TYSON FOODS INC	Consumer Non-Durables	NYSE:TSN
10956	902494301	Meat/Poultry/Fish	TYSON FOODS INC	Consumer Non-Durables	NYSE:TSNU
10957	90249410		TYSON FOODS INC		
10958	903002202		U M H PROPERTIES INC		
10959	903002103	Real Estate Investment Trusts	U M H PROPERTIES INC	Consumer Services	NYSE:UMH
10960	902973866		U S BANCORP		
10961	90333L20		U S CONCRETE INC		
10962	90333L201		U S CONCRETE INC		
10963	911805208		U S ENERGY CORP WYO		
10964	903293405	Building Materials	U S G CORP	Capital Goods	NYSE:USG
10965	90329340		U S G CORP		
10966	90338S102		U S GEOTHERMAL INC		
10967	902952100	Investment Managers	U S GLOBAL INVS INC	Finance	NASDAQ:GROW
10968	90337L108	Medical/Nursing Services	U S PHYSICAL THERAPY INC	Health Care	NYSE:USPH
10969	90346E103		U S SILICA HLDGS INC		
10970	90343C100		U.S. AUTO PARTS NETWORK INC		
10971	90347A10		UBIQUITI NETWORKS INC		
10972	90347A100	Radio And Television Broadcasting And Communications Equipment	UBIQUITI NETWORKS INC	Technology	NASDAQ:UBNT
10973	90348R102		UBISOFT ENTERTAINMENT		
10974	90270KAW9		UBS AG		
10975	902641810		UBS AG JERSEY BRH		
10976	902641646		UBS AG JERSEY BRH		
10977	902641786		UBS AG JERSEY BRH		
10978	902641620		UBS AG JERSEY BRH		
10979	902641778		UBS AG JERSEY BRH		
10980	902641588		UBS AG JERSEY BRH		
10981	902641737		UBS AG JERSEY BRH		
10982	902641679		UBS AG JERSEY BRH		
10983	90268G607		UBS AG LONDON BRH		
10984	90274D242		UBS AG LONDON BRH		
10985	90274D259		UBS AG LONDON BRH		
10986	90274R100		UBS AG LONDON BRH		
10987	90267B765		UBS AG LONDON BRH		
10988	90270L842		UBS AG LONDON BRH		
10989	90269A302		UBS AG LONDON BRH		
10990	902677780		UBS AG LONDON BRH		
10991	90270L727		UBS AG LONDON BRH		
10992	90267B682		UBS AG LONDON BRH		
10993	90273A207		UBS AG LONDON BRH		
10994	BRJL176		UBS GROUP AG		
10995	DC1006725		UBS GROUP AG		
10996	H42097107		UBS GROUP AG		
10997	BRTR118		UBS GROUP AG (USD)		
10998	90265Y106		UCP INC		
10999	902653104	Real Estate Investment Trusts	UDR INC	Consumer Services	NYSE:UDR
11000	902673102	Containers/Packaging	UFP TECHNOLOGIES INC	Capital Goods	NASDAQ:UFPT
11001	902681105	Natural Gas Distribution	UGI CORP NEW	Public Utilities	NYSE:UGI
11002	90384S303		ULTA SALON COSMETCS & FRAG I		
11003	903845303		ULTA SALON, COSMETICS & FRAGRANCE, INC.		
11004	903845903		ULTA SLN CSMTC & FRGNC CALL OP		
11005	90385D107	Computer Software: Prepackaged Software	ULTIMATE SOFTWARE GROUP INC	Technology	NASDAQ:ULTI
11006	90386H107		ULTIMUS MANAGERS		
11007	90385V107	Semiconductors	ULTRA CLEAN HLDGS INC	Technology	NASDAQ:UCTT
11008	74347R743		ULTRA FINANCIALS PROSHARES ETF		
11009	903914109	Oil & Gas Production	ULTRA PETROLEUM CORP	Energy	NYSE:UPL
11010	90400D108	Major Pharmaceuticals	ULTRAGENYX PHARMACEUTICAL IN	Health Care	NASDAQ:RARE
11011	903899102	Industrial Machinery/Components	ULTRALIFE CORP	Miscellaneous	NASDAQ:ULBI
11012	90400P10		ULTRAPAR PARTICIPACOES S A		
11013	90400P101	Oil/Gas Transmission	ULTRAPAR PARTICIPACOES S A	Public Utilities	NYSE:UGP
11014	P94398107		ULTRAPETROL BAHAMAS LTD		
11015	90403410		ULTRATECH INC		
11016	904034105	Industrial Machinery/Components	ULTRATECH INC	Technology	NASDAQ:UTEK
11017	902788108	Major Banks	UMB FINL CORP	Finance	NASDAQ:UMBF
11018	903002301		UMH PROPERTYIES 8.0% PERP CUM		
11019	904214103	Savings Institutions	UMPQUA HLDGS CORP	Finance	NASDAQ:UMPQ
11020	904311107	Apparel	UNDER ARMOUR INC	Consumer Non-Durables	NYSE:UA
11021	904311206		UNDER ARMOUR INC		
11022	904504842		UNDISC MGR BEHV VAL I		
11023	904572203	Industrial Machinery/Components	UNI PIXEL INC	Capital Goods	NASDAQ:UNXL
11024	904587102		UNIBAIL-RODAMCO SE-UNSP ADR		
11025	90460M204		UNICHARM CORP - SPN ADR		
11026	6911485		UNICHARM CORP ORD		
11027	904607108	Property-Casualty Insurers	UNICO AMERN CORP	Finance	NASDAQ:UNAM
11028	904659307		UNICORP AMERICAN CORP		
11029	B5M1SM3		UNICREDIT SPA		
11030	T960AS101		UNICREDIT SPA F		
11031	904677200	Textiles	UNIFI INC	Consumer Non-Durables	NYSE:UFI
11032	904708104	Other Consumer Services	UNIFIRST CORP MASS	Consumer Services	NYSE:UNF
11033	90470810		UNIFIRST CORP MASS		
11034	904784709	Package Goods/Cosmetics	UNILEVER N V	Basic Industries	NYSE:UN
11035	90478470		UNILEVER N V		
11036	N8981F271		UNILEVER NV		
11037	B12T3J1		UNILEVER NV		
11038	904784501	Package Goods/Cosmetics	UNILEVER NV NY	Basic Industries	NYSE:UL
11039	B10RZP7		UNILEVER PLC		
11040	904767605		UNILEVER PLC		
11041	G92087165		UNILEVER PLC		
11042	904767704		UNILEVER PLC		
11043	90478E301		UNILIFE CORP NEW		
11044	90539J109	Major Banks	UNION BANKSHARES CORP NEW	Finance	NASDAQ:UBSH
11045	905400107	Major Banks	UNION BANKSHARES INC	Finance	NASDAQ:UNB
11046	90781810		UNION PAC CORP		
11047	907818108	Railroads	UNION PAC CORP	Transportation	NYSE:UNP
11048	907818100		UNION PACIFIC CORP		
11049	907878108		UNION PACIFIC CORP		
11050	90915J103		UNIQUE FABRICATING INC		
11051	N90064101	Major Pharmaceuticals	UNIQURE NV	Health Care	NASDAQ:QURE
11052	909214306	EDP Services	UNISYS CORP	Technology	NYSE:UIS
11053	909218109	Oil & Gas Production	UNIT CORP	Energy	NYSE:UNT
11054	6166597		UNITED ARROWS LTD NPV		
11055	909911109	Major Banks	UNITED BANCORP INC OHIO	Finance	NASDAQ:UBCP
11056	909458101	Major Banks	UNITED BANCSHARES INC OHIO	Finance	NASDAQ:UBOH
11057	909907107	Major Banks	UNITED BANKSHARES INC WEST V	Finance	NASDAQ:UBSI
11058	90984R101	Savings Institutions	UNITED CMNTY BANCORP IND	Finance	NASDAQ:UCBA
11059	90984P303	Major Banks	UNITED CMNTY BKS BLAIRSVLE G	Finance	NASDAQ:UCBI
11060	909839102	Banks	UNITED CMNTY FINL CORP OHIO	Finance	NASDAQ:UCFC
11061	91004710		UNITED CONTL HLDGS INC		
11062	910047109	Air Freight/Delivery Services	UNITED CONTL HLDGS INC	Transportation	NYSE:UAL
11063	910187103	Real Estate Investment Trusts	UNITED DEV FDG IV	Consumer Services	NASDAQ:UDF
11064	91030T109		UNITED FINANCIAL BANCORP INC		
11065	910304104	Banks	UNITED FINL BANCORP INC NEW	Finance	NASDAQ:UBNK
11066	910340108		UNITED FIRE GROUP INC		
11067	910571108	Package Goods/Cosmetics	UNITED GUARDIAN INC	Consumer Non-Durables	NASDAQ:UG
11068	910710102	Property-Casualty Insurers	UNITED INS HLDGS CORP	Finance	NYSE:HCI
11069	910873405	Semiconductors	UNITED MICROELECTRONICS CORP	Technology	NYSE:UMC
11070	91087340		UNITED MICROELECTRONICS CORP		
11071	911163103	Food Distributors	UNITED NAT FOODS INC	Consumer Non-Durables	NASDAQ:UNFI
11072	V96194127		UNITED OVERSEAS BANK LTD.		
11073	911271302		UNITED OVERSEAS BANK-SP ADR		
11074	91131210		UNITED PARCEL SERVICE INC		
11075	911312106	Trucking Freight/Courier Services	UNITED PARCEL SERVICE INC	Transportation	NYSE:UPS
11076	013104104		UNITED PARCEL SERVICE INC		
11077	911308AA2		UNITED PARCEL SVC AMER INC DEB 8.375% 4/1/2020		
11078	911363109	Diversified Commercial Services	UNITED RENTALS INC	Technology	NYSE:URI
11079	911459105	Major Banks	UNITED SEC BANCSHARES INC	Finance	NASDAQ:USBI
11080	911460103	Major Banks	UNITED SECURITY BANCSHARES C	Finance	NASDAQ:UBFO
11081	911549103		UNITED STATES ANTIMONY CORP		
11082	91168410		UNITED STATES CELLULAR CORP		
11083	911684108	Telecommunications Equipment	UNITED STATES CELLULAR CORP	Public Utilities	NYSE:USM
11084	911684405	Telecommunications Equipment	UNITED STATES CELLULAR CORP CA	Public Utilities	NYSE:UZA
11085	911922102	Mining & Quarrying of Nonmetallic Minerals (No Fuels)	UNITED STATES LIME & MINERAL	Basic Industries	NASDAQ:USLM
11086	912318201		UNITED STATES NATL GAS FUND		
11087	91232N108		UNITED STATES OIL FUND LP		
11088	912909108	Steel/Iron Ore	UNITED STATES STL CORP NEW	Basic Industries	NYSE:X
11089	912828H45		UNITED STATES TREAS NTS TIPS 0.25%25		
11090	91288X109		UNITED STS 12 MONTH NAT GAS		
11091	91288V103		UNITED STS 12 MONTH OIL FD L		
11092	91167Q100		UNITED STS BRENT OIL FD LP		
11093	911718203		UNITED STS COMMODITY IDX FDT		
11094	911718104		UNITED STS COMMODITY IDX FDT		
11095	911717106		UNITED STS COMMODITY INDEX F		
11096	911783108		UNITED STS DIESEL HEATING OI		
11097	91201T102		UNITED STS GASOLINE FD LP		
11098	912613205		UNITED STS SHORT OIL FD LP		
11099	912909AF5		UNITED STS STL CORP		
11100	912909AG3		UNITED STS STL CORPNEW SR NT 7.500% 03/15/22 B/EDTD 03/15/12 CLB		
11101	91301710		UNITED TECHNOLOGIES CORP		
11102	913017109	Aerospace	UNITED TECHNOLOGIES CORP	Capital Goods	NYSE:UTX
11103	91307C102	Major Pharmaceuticals	UNITED THERAPEUTICS CORP DEL	Health Care	NASDAQ:UTHR
11104	91311E102		UNITED UTILITIES GROUP-ADR		
11105	91324P102	Medical Specialities	UNITEDHEALTH GROUP INC	Health Care	NYSE:UNH
11106	91324P952		UNITEDHEALTH GROUP INC		
11107	910581107		UNITEDHEALTH GROUP INC.		
11108	913259107	Power Generation	UNITIL CORP	Public Utilities	NYSE:UTL
11109	913290102	Major Banks	UNITY BANCORP INC	Finance	NASDAQ:UNTY
11110	91336L107	Specialty Chemicals	UNIVAR INC	Consumer Durables	NYSE:UNVR
11111	91338E101	Medical Specialities	UNIVERSAL AMERN CORP NEW	Health Care	NYSE:UAM
11112	91338E10		UNIVERSAL AMERN CORP NEW		
11113	913456109	Farming/Seeds/Milling	UNIVERSAL CORP VA	Consumer Services	NYSE:UVV
11114	91345610		UNIVERSAL CORP VA		
11115	91347P105	Electrical Products	UNIVERSAL DISPLAY CORP	Capital Goods	NASDAQ:OLED
11116	913483103	Consumer Electronics/Appliances	UNIVERSAL ELECTRS INC	Consumer Non-Durables	NASDAQ:UEIC
11117	91354310		UNIVERSAL FST PRODS INC		
11118	913543104	Forest Products	UNIVERSAL FST PRODS INC	Basic Industries	NASDAQ:UFPI
11119	91359E105	Real Estate Investment Trusts	UNIVERSAL HEALTH RLTY INCM T	Consumer Services	NYSE:UHT
11120	913903100	Hospital/Nursing Management	UNIVERSAL HLTH SVCS INC	Health Care	NYSE:UHS
11121	91390310		UNIVERSAL HLTH SVCS INC		
11122	91359V107	Property-Casualty Insurers	UNIVERSAL INS HLDGS INC	Finance	NYSE:UVE
11123	913821302		UNIVERSAL SEC INSTRS INC		
11124	913837100	Steel/Iron Ore	UNIVERSAL STAINLESS & ALLOY	Basic Industries	NASDAQ:USAP
11125	913915104	Other Consumer Services	UNIVERSAL TECHNICAL INST INC	Consumer Services	NYSE:UTI
11126	91388P105	Trucking Freight/Courier Services	UNIVERSAL TRUCKLOAD SVCS INC	Transportation	NASDAQ:UACL
11127	915271100	Major Banks	UNIVEST CORP PA	Finance	NASDAQ:UVSP
11128	91529Y10		UNUM GROUP		
11129	91529Y106	Accident &Health Insurance	UNUM GROUP	Finance	NYSE:UNM
11130	91529G105		UOL GROUP LIMITED-SP ADR		
11131	91544A109		UPLAND SOFTWARE INC		
11132	915436109		UPM KYMMENE CORP SPONSORED ADR		
11133	903213106		UQM TECHNOLOGIES INC		
11134	91688R108		UR ENERGY INC		
11135	916896103		URANIUM ENERGY CORP		
11136	916901705		URANIUM RES INC		
11137	91704F104	Real Estate	URBAN EDGE PPTYS	Finance	NYSE:UE
11138	917047102	Clothing/Shoe/Accessory Stores	URBAN OUTFITTERS INC	Consumer Services	NASDAQ:URBN
11139	917286809		URSTADT BIDDLE PPTYS INC		
11140	917286106	Real Estate Investment Trusts	URSTADT BIDDLE PPTYS INC	Consumer Services	NYSE:UBP
11141	917286205	Real Estate Investment Trusts	URSTADT BIDDLE PPTYS INC	Consumer Services	NYSE:UBA
11142	917286700		URSTADT BIDDLE PPTYS INC PFD S		
11143	902973791		US BANCORP		
11144	902973106		US BANCORP		
11145	902973817		US BANCORP 6% SERIES G		
11146	902973833		US BANCORP 6.5%		
11147	902973304	Major Banks	US BANCORP DEL	Finance	NYSE:USB
11148	90297330		US BANCORP DEL		
11149	902973155		US BANCORP DEL PFD B 1/1000DP		
11150	91731KAA8		US BANK CAPITAL IX		
11151	911684603		US CELLULAR 7.25% SRNTS12/2064		
11152	911684504	Telecommunications Equipment	US CELLULAR CORP	Public Utilities	NYSE:UZB
11153	91732J102	Environmental Services	US ECOLOGY INC	Public Utilities	NASDAQ:ECOL
11154	912008109		US FOODS HLDG CORP		
11155	912673100		US SUGAR CORP		
11156	90290N109	Natural Gas Distribution	USA COMPRESSION PARTNERS LP	Public Utilities	NYSE:USAC
11157	90328S500	Office Equipment/Supplies/Services	USA TECHNOLOGIES INC	Miscellaneous	NASDAQ:USAT
11158	90328S203	Office Equipment/Supplies/Services	USA TECHNOLOGIES INC	Miscellaneous	NASDAQ:USATP
11159	902925106	Trucking Freight/Courier Services	USA TRUCK INC	Transportation	NASDAQ:USAK
11160	903287506		USAA GOVERNMENT SECURITIES FUND		
11161	903289205		USAA TAX EXEMPT INTERMEDIATE TERM FUND		
11162	903289106		USAA TAX EXEMPT LONG TERM FUND		
11163	903289304		USAA TAX EXEMPT SHORT TERM FUND		
11164	90328M107	Specialty Chemicals	USANA HEALTH SCIENCES INC	Consumer Durables	NYSE:USNA
11165	90328M10		USANA HEALTH SCIENCES INC		
11166	90290T106		USCF ETF TR		
11167	903318103	Railroads	USD PARTNERS LP	Transportation	NYSE:USDP
11168	917302200		USIMINAS USINAS SID DE MINAS G		
11169	903313104	Hospital/Nursing Management	USMD HLDGS INC	Health Care	NASDAQ:USMD
11170	917488108	Medical/Dental Instruments	UTAH MED PRODS INC	Health Care	NASDAQ:UTMD
11171	G9310A114		UTSTARCOM HOLDINGS CORP		
11172	918076100		UTSTARCOM INC		
11173	918183104		UWHARRIE CAP CORP		
11174	918204108	Apparel	V F CORP	Consumer Non-Durables	NYSE:VFC
11175	91851C201	Oil & Gas Production	VAALCO ENERGY INC	Energy	NYSE:EGY
11176	91879Q10		VAIL RESORTS INC		
11177	91879Q109	Services-Misc. Amusement & Recreation	VAIL RESORTS INC	Consumer Services	NYSE:MTN
11178	91912E105		VALE S A		
11179	91912E204	n/a	VALE S A	n/a	NYSE:VALE.P
11180	91831AAC5		VALEANT PHARMACEUTICALS		
11181	91911K102	Major Pharmaceuticals	VALEANT PHARMACEUTICALS INTL	Health Care	NYSE:VRX
11182	919134304		VALEO		
11183	BDC5ST8		VALEO SA ACT		
11184	91913YAR1		VALERO ENERGY CORP		
11185	91913Y100	Integrated oil Companies	VALERO ENERGY CORP NEW	Energy	NYSE:VLO
11186	91913Y10		VALERO ENERGY CORP NEW		
11187	94914J102		VALERO ENERGY PARTNERS LP		
11188	91914J102	Natural Gas Distribution	VALERO ENERGY PARTNERS LP	Energy	NYSE:VLP
11189	918905100	Major Chemicals	VALHI INC NEW	Basic Industries	NYSE:VHI
11190	91915W201		VALIDUS HOLDINGS LTD		
11191	031262089		VALIDUS HOLDINGS LTD		
11192	G9319H102	Property-Casualty Insurers	VALIDUS HOLDINGS LTD	Finance	NYSE:VR
11193	B23HRW2		VALIDUS HOLDINGS LTD		
11194	919794107	Major Banks	VALLEY NATL BANCORP	Finance	NYSE:VLY
11195	919794131		VALLEY NATL BANCORP		
11196	92023R308		VALLOUREC SA SPONSORE ADR NEW		
11197	920253101	Metal Fabrications	VALMONT INDS INC	Capital Goods	NYSE:VMI
11198	920355104	Paints/Coatings	VALSPAR CORP	Basic Industries	NYSE:VAL
11199	920437100	Investment Managers	VALUE LINE INC	Finance	NASDAQ:VALU
11200	G93175100		VALUE PARTNERS GROUP LTD.		
11201	921075370		VAN ECK EMERGIN MARKETS FUND		
11202	921075776		VAN ECK INTL INVEST GOLD-C		
11203	921078101		VAN ECK MERK GOLD TR		
11204	921659108		VANDA PHARMACEUTICALS INC		
11205	92189F692		VANECK VECTORS ETF TR		
11206	92189F775		VANECK VECTORS ETF TR		
11207	92189F569		VANECK VECTORS ETF TR		
11208	92189F650		VANECK VECTORS ETF TR		
11209	92189F833		VANECK VECTORS ETF TR		
11210	92189F486		VANECK VECTORS ETF TR		
11211	92189F361		VANECK VECTORS ETF TR		
11212	92189F585		VANECK VECTORS ETF TR		
11213	92189F536		VANECK VECTORS ETF TR		
11214	92189F700		VANECK VECTORS ETF TR		
11215	92189F635		VANECK VECTORS ETF TR		
11216	92189F437		VANECK VECTORS ETF TR		
11217	92189F866		VANECK VECTORS ETF TR		
11218	92189F304		VANECK VECTORS ETF TR		
11219	92189F684		VANECK VECTORS ETF TR		
11220	92189F841		VANECK VECTORS ETF TR		
11221	92189F809		VANECK VECTORS ETF TR		
11222	92189F494		VANECK VECTORS ETF TR		
11223	92189F668		VANECK VECTORS ETF TR		
11224	92189F106		VANECK VECTORS ETF TR		
11225	92189F676		VANECK VECTORS ETF TR		
11226	92189F387		VANECK VECTORS ETF TR		
11227	92189F643		VANECK VECTORS ETF TR		
11228	92189F882		VANECK VECTORS ETF TR		
11229	92189F411		VANECK VECTORS ETF TR		
11230	92189F205		VANECK VECTORS ETF TR		
11231	92189F528		VANECK VECTORS ETF TR		
11232	92189F452		VANECK VECTORS ETF TR		
11233	92189F726		VANECK VECTORS ETF TR		
11234	92189F379		VANECK VECTORS ETF TR		
11235	92189F791		VANECK VECTORS ETF TR		
11236	92189F593		VANECK VECTORS ETF TR		
11237	92189F510		VANECK VECTORS ETF TR		
11238	92189F627		VANECK VECTORS ETF TR		
11239	92189F288		VANECK VECTORS ETF TR		
11240	92189F759		VANECK VECTORS ETF TR		
11241	92189F544		VANECK VECTORS ETF TR		
11242	92189F718		VANECK VECTORS ETF TR		
11243	92189F734		VANECK VECTORS ETF TR		
11244	92189F502		VANECK VECTORS ETF TR		
11245	92189F858		VANECK VECTORS ETF TR		
11246	92189F353		VANECK VECTORS ETF TR		
11247	92189F619		VANECK VECTORS ETF TR		
11248	92189F395		VANECK VECTORS ETF TR		
11249	92189F403		VANECK VECTORS ETF TR		
11250	92189F817		VANECK VECTORS ETF TR		
11251	92189F429		VANECK VECTORS ETF TR		
11252	92189F825		VANECK VECTORS ETF TR		
11253	92189F445		VANECK VECTORS ETF TR		
11254	92189F783		VANECK VECTORS ETF TR		
11255	92189F478		VANECK VECTORS ETF TR		
11256	92189F460		VANECK VECTORS ETF TR		
11257	92189F601		VANECK VECTORS ETF TR		
11258	92189F742		VANECK VECTORS ETF TR		
11259	92189F767		VANECK VECTORS ETF TR		
11260	92189F577		VANECK VECTORS ETF TR		
11261	92189F874		VANECK VECTORS ETF TR		
11262	921937710		VANGUARD		
11263	921937728		VANGUARD		
11264	922908850		VANGUARD		
11265	922042841		VANGUARD		
11266	922031786		VANGUARD		
11267	922908868		VANGUARD		
11268	921937686		VANGUARD		
11269	921937702		VANGUARD		
11270	922031810		VANGUARD		
11271	921932885		VANGUARD ADMIRAL FDS INC		
11272	921932869		VANGUARD ADMIRAL FDS INC		
11273	921932844		VANGUARD ADMIRAL FDS INC		
11274	921932828		VANGUARD ADMIRAL FDS INC		
11275	921932778		VANGUARD ADMIRAL FDS INC		
11276	921932794		VANGUARD ADMIRAL FDS INC		
11277	921932505		VANGUARD ADMIRAL FDS INC		
11278	921932703		VANGUARD ADMIRAL FDS INC		
11279	921931101		VANGUARD BALANCED INDEX		
11280	921931200		VANGUARD BALANCED INDEX PTF ADMIRAL		
11281	921937736		VANGUARD BD INDEX FD INC		
11282	921937793		VANGUARD BD INDEX FD INC		
11283	921937835		VANGUARD BD INDEX FD INC		
11284	921937819		VANGUARD BD INDEX FD INC		
11285	921937827		VANGUARD BD INDEX FD INC		
11286	922021308		VANGUARD CA INT		
11287	922021100		VANGUARD CA LONG		
11288	92203J407	n/a	VANGUARD CHARLOTTE FDS	n/a	NASDAQ:BNDX
11289	921943809		VANGUARD DEVELOPED MARKETS INDEX ADM		
11290	921908604		VANGUARD DIVIDEND GROWTH		
11291	922042304		VANGUARD EME MKTS STK IDX INVESTOR CL		
11292	921921300		VANGUARD EQUITY INCOME FUND ADMIRAL SHARES		
11293	921926200		VANGUARD EXPLORER FUND ADMIRAL SHARES		
11294	922906300		VANGUARD FEDERAL MONEY MARKET		
11295	922031109		VANGUARD FIXED INCM SECS FD INC		
11296	999F551FT		VANGUARD FUNDS PLC FTSE EMERGI		
11297	922031307		VANGUARD GNMA FD-INV		
11298	922031794		VANGUARD GNMA FUND ADMIRAL SHARES		
11299	921913109		VANGUARD GROWTH & INCOME		
11300	922908504		VANGUARD GROWTH INDEX		
11301	921908307		VANGUARD HEALTH CARE		
11302	922907845		VANGUARD HIGH YIELD TAX EXEMPT ADMIRAL SHARES		
11303	922031760		VANGUARD HIGH-YIELD CORP-ADM		
11304	922908108		VANGUARD INDEX 500 FUND		
11305	922908363		VANGUARD INDEX FDS		
11306	922908751		VANGUARD INDEX FDS		
11307	922908553		VANGUARD INDEX FDS		
11308	922908710		VANGUARD INDEX FDS		
11309	922908595		VANGUARD INDEX FDS		
11310	922908629		VANGUARD INDEX FDS		
11311	922908611		VANGUARD INDEX FDS		
11312	922908645		VANGUARD INDEX FDS		
11313	922908744		VANGUARD INDEX FDS		
11314	922908769		VANGUARD INDEX FDS		
11315	922908413		VANGUARD INDEX FDS		
11316	922908660		VANGUARD INDEX FDS		
11317	922908637		VANGUARD INDEX FDS		
11318	922908736		VANGUARD INDEX FDS		
11319	922908512		VANGUARD INDEX FDS		
11320	922908538		VANGUARD INDEX FDS		
11321	922908678		VANGUARD INDEX FDS		
11322	922908652		VANGUARD INDEX FDS		
11323	922908579		VANGUARD INDEX FDS LCP INDX AD		
11324	922908728		VANGUARD INDEX FDS TOT STKIDX		
11325	922908405		VANGUARD INDEX TR		
11326	922031737		VANGUARD INFLAT PROTECT SEC AD		
11327	922031869		VANGUARD INFLATION PROTECTED SECURITIES FUND		
11328	922040100		VANGUARD INSTITUTIONAL INDEX FUND #94		
11329	922907878		VANGUARD INTER-TERM TAX-EXEMPT #542		
11330	921937801		VANGUARD INTERMEDIATE TERM BON		
11331	921937306		VANGUARD INTERMEDIATE TERM BON		
11332	922042874		VANGUARD INTL EQUITY INDEX F		
11333	922042858		VANGUARD INTL EQUITY INDEX F		
11334	922042676	n/a	VANGUARD INTL EQUITY INDEX F	n/a	NASDAQ:VNQI
11335	922042718		VANGUARD INTL EQUITY INDEX F		
11336	922042742		VANGUARD INTL EQUITY INDEX F		
11337	922042775		VANGUARD INTL EQUITY INDEX F		
11338	922042866		VANGUARD INTL EQUITY INDEX F		
11339	22042676		VANGUARD INTL REIT ETF		
11340	922031885		VANGUARD INTR/T INV GRD BD		
11341	921909404		VANGUARD LIFE STRAGY MD GRTH		
11342	922907886		VANGUARD LIMITED TERM TAX EXEMPT ADMIRAL SHS		
11343	922907860		VANGUARD LONG TERM TAX EXEMPT ADMIRAL SHARES		
11344	921937405		VANGUARD LONG-TERM BOND INDEX		
11345	92206C81		VANGUARD LONG-TERM CORP		
11346	922907704		VANGUARD LTD TERM T/E FD-INV		
11347	922020805	n/a	VANGUARD MALVERN FDS	n/a	NASDAQ:VTIP
11348	92205G104		VANGUARD MARKET NEUTRAL FUND-INV		
11349	922908835		VANGUARD MID CAPITALIZATION IN		
11350	922908843		VANGUARD MID-CAP INDEX FUND		
11351	92204286		VANGUARD MSCI PACIFIC		
11352	922907746		VANGUARD MUN BD FD INC		
11353	922021407		VANGUARD MUN BD FD INC INTER T		
11354	92205F106	Oil & Gas Production	VANGUARD NAT RES LLC	Energy	NASDAQ:VNR
11355	921929204		VANGUARD OH LONG-TERM T/E		
11356	922906201		VANGUARD PRIME MONEY MARKET FU		
11357	921908877		VANGUARD REIT INDEX FUND ADMIRAL SHARES		
11358	27399X646		VANGUARD S&P 500 UCITS ETF USD		
11359	922031851		VANGUARD S/T TREASURY FD		
11360	92206C649	n/a	VANGUARD SCOTTSDALE FDS	n/a	NASDAQ:VTWV
11361	92206C706	n/a	VANGUARD SCOTTSDALE FDS	n/a	NASDAQ:VGIT
11362	92206C771	n/a	VANGUARD SCOTTSDALE FDS	n/a	NASDAQ:VMBS
11363	92206C870	n/a	VANGUARD SCOTTSDALE FDS	n/a	NASDAQ:VCIT
11364	92206C714	n/a	VANGUARD SCOTTSDALE FDS	n/a	NASDAQ:VONV
11365	92206C623	n/a	VANGUARD SCOTTSDALE FDS	n/a	NASDAQ:VTWG
11366	92206C664	n/a	VANGUARD SCOTTSDALE FDS	n/a	NASDAQ:VTWO
11367	92206C102	n/a	VANGUARD SCOTTSDALE FDS	n/a	NASDAQ:VGSH
11368	92206C599	n/a	VANGUARD SCOTTSDALE FDS	n/a	NASDAQ:VTHR
11369	92206C813	n/a	VANGUARD SCOTTSDALE FDS	n/a	NASDAQ:VCLT
11370	92206C680	n/a	VANGUARD SCOTTSDALE FDS	n/a	NASDAQ:VONG
11371	92206C730	n/a	VANGUARD SCOTTSDALE FDS	n/a	NASDAQ:VONE
11372	92206C847	n/a	VANGUARD SCOTTSDALE FDS	n/a	NASDAQ:VGLT
11373	92206C409	n/a	VANGUARD SCOTTSDALE FDS	n/a	NASDAQ:VCSH
11374	921946109		VANGUARD SELECTED VALUE FUND		
11375	92206C40		VANGUARD SHORT TERM CORP BOND		
11376	922031844		VANGUARD SHORT-TERM FEDERAL-ADM		
11377	922031836		VANGUARD SHORT-TERM INVESTMENT		
11378	922031406		VANGUARD SHORT-TERM INVESTMENT GRADE		
11379	922908686		VANGUARD SMALL CAP INDEX-ADM		
11380	922908702		VANGUARD SMALL CAP INDEX-INV		
11381	921908844		VANGUARD SPECIALIZED PORTFOL		
11382	921908885		VANGUARD SPECIALIZED PORTFOL		
